饰品名称,饰品价格,当前在售数量
加利尔 AR（StatTrak™） | 「经济」克鲁尔 (破损不堪),$4.27 USD,67
印花 | rallen | 2015年克卢日-纳波卡锦标赛,$2.27 USD,15
印花 | Virtus.Pro（闪亮）| 2016年科隆锦标赛,$33.02 USD,15
印花 | JUGi（金色）| 2019年柏林锦标赛,$9.58 USD,15
P90（纪念品） | 冰川网格 (战痕累累),$2.20 USD,15
CZ75 | 维多利亚 (破损不堪),$9.48 USD,15
印花 | STYKO | 2017年亚特兰大锦标赛,$2.30 USD,15
印花 | dAT team（全息）| 2014年科隆锦标赛,$135.27 USD,15
短剑（★ StatTrak™） | 虎牙 (崭新出厂),$255.87 USD,15
弯刀（★） | 屠夫 (崭新出厂),$223.48 USD,15
折叠刀（★） | 虎牙 (崭新出厂),$292.99 USD,15
P90（纪念品） | 枯焦之色 (崭新出厂),$6.00 USD,15
M4A1 消音型（StatTrak™） | 次时代 (破损不堪),$25.67 USD,15
折刀（★） | 表面淬火 (战痕累累),$91.08 USD,15
AK-47（StatTrak™） | 混沌点阵 (破损不堪),$40.67 USD,15
印花 | Ramz1kBO$$（金色）| 2019年柏林锦标赛,$10.74 USD,15
印花 | apEX（闪亮）| 2015年克卢日-纳波卡锦标赛,$7.45 USD,15
2015年 ESL One 卡托维兹锦标赛死亡游乐园纪念包,$86.28 USD,15
FN57 | 氮化处理 (破损不堪),$4.07 USD,15
弯刀（★ StatTrak™） | 虎牙 (崭新出厂),$247.83 USD,15
封装的涂鸦 | M4A4压枪 (血红),$0.95 USD,15
新星（纪念品） | 极地网格 (崭新出厂),$4.46 USD,15
AUG（纪念品） | 雇佣兵 (破损不堪),$6.95 USD,15
穿肠刀（★） | 森林 DDPAT (久经沙场),$83.66 USD,15
沙漠之鹰 | 噩梦之夜 (崭新出厂),$43.01 USD,15
Tec-9（纪念品） | 地下水 (略有磨损),$9.54 USD,15
封装的涂鸦 | XM1014压枪 (灰褐),$0.53 USD,15
封装的涂鸦 | 法玛斯压枪 (黄褐),$0.62 USD,15
封装的涂鸦 | CZ75压枪 (暗紫),$0.52 USD,15
封装的涂鸦 | SG 553压枪 (藕色),$0.58 USD,15
封装的涂鸦 | SG 553压枪 (棕褐),$0.52 USD,15
封装的涂鸦 | M4A1消音型压枪 (黛蓝),$0.58 USD,16
封装的涂鸦 | PP-野牛压枪 (纯紫),$1.38 USD,15
封装的涂鸦 | AK-47压枪 (丁香),$2.21 USD,15
封装的涂鸦 | CZ75压枪 (豆青),$0.54 USD,15
封装的涂鸦 | 加利尔AR压枪 (黄褐),$0.62 USD,15
封装的涂鸦 | MP7压枪 (黛蓝),$0.43 USD,15
封装的涂鸦 | MAC-10压枪 (靛蓝),$0.54 USD,15
封装的涂鸦 | M4A4压枪 (灰褐),$0.54 USD,15
封装的涂鸦 | XM1014压枪 (藕色),$0.55 USD,15
封装的涂鸦 | MP7压枪 (藕色),$0.53 USD,15
封装的涂鸦 | MP9压枪 (黄褐),$1.33 USD,15
封装的涂鸦 | CZ75压枪 (血红),$0.76 USD,15
封装的涂鸦 | MAC-10压枪 (黛蓝),$0.57 USD,15
封装的涂鸦 | MP7压枪 (群青),$0.54 USD,15
封装的涂鸦 | CZ75压枪 (军绿),$0.86 USD,15
封装的涂鸦 | P90压枪 (血红),$0.69 USD,15
封装的涂鸦 | M4A1消音型压枪 (灰色),$0.84 USD,15
折刀（★） | 北方森林 (略有磨损),$73.48 USD,15
猎杀者匕首（★） | 枯焦之色 (久经沙场),$92.81 USD,15
M4A4（StatTrak™） | 死寂空间 (崭新出厂),$102.35 USD,15
印花 | neaLaN（金色）| 2019年柏林锦标赛,$11.53 USD,15
印花 | Keoz（金色）| 2019年柏林锦标赛,$13.37 USD,15
印花 | Krad（金色）| 2019年柏林锦标赛,$12.57 USD,15
印花 | device（金色）| 2019年柏林锦标赛,$111.21 USD,15
印花 | gla1ve（金色）| 2019年柏林锦标赛,$26.63 USD,15
熊刀（★） | 大马士革钢 (略有磨损),$150.00 USD,15
AK-47（StatTrak™） | 二西莫夫 (破损不堪),$65.26 USD,15
印花 | Hobbit（闪亮）| 2018年伦敦锦标赛,$6.23 USD,15
印花 | jR（闪亮）| 2018年伦敦锦标赛,$1.93 USD,15
印花 | v4lde（闪亮）| 2018年伦敦锦标赛,$2.00 USD,15
印花 | captainMo（闪亮）| 2018年伦敦锦标赛,$9.28 USD,15
熊刀（★） | 森林 DDPAT (久经沙场),$104.90 USD,15
封装的涂鸦 | P90压枪 (血红),$0.69 USD,15
封装的涂鸦 | M4A1消音型压枪 (灰色),$0.84 USD,15
封装的涂鸦 | MP9压枪 (深绿),$0.55 USD,15
折刀（★） | 北方森林 (略有磨损),$73.48 USD,15
猎杀者匕首（★） | 枯焦之色 (久经沙场),$92.81 USD,15
M4A4（StatTrak™） | 死寂空间 (崭新出厂),$102.35 USD,15
印花 | neaLaN（金色）| 2019年柏林锦标赛,$11.53 USD,15
印花 | Keoz（金色）| 2019年柏林锦标赛,$13.37 USD,15
印花 | Krad（金色）| 2019年柏林锦标赛,$12.57 USD,15
印花 | device（金色）| 2019年柏林锦标赛,$111.21 USD,15
印花 | gla1ve（金色）| 2019年柏林锦标赛,$26.63 USD,15
熊刀（★） | 大马士革钢 (略有磨损),$150.00 USD,15
AK-47（StatTrak™） | 二西莫夫 (破损不堪),$65.26 USD,15
UMP-45（StatTrak™） | 动量 (战痕累累),$5.77 USD,15
印花 | Hobbit（闪亮）| 2018年伦敦锦标赛,$6.23 USD,15
印花 | jR（闪亮）| 2018年伦敦锦标赛,$1.93 USD,15
印花 | v4lde（闪亮）| 2018年伦敦锦标赛,$2.00 USD,15
印花 | captainMo（闪亮）| 2018年伦敦锦标赛,$9.28 USD,15
熊刀（★） | 森林 DDPAT (久经沙场),$104.90 USD,15
印花 | G2 Esports（闪亮）| 2018年波士顿锦标赛,$24.95 USD,15
印花 | v4lde（闪亮）| 2018年波士顿锦标赛,$4.61 USD,15
印花 | tabseN（闪亮）| 2018年波士顿锦标赛,$4.77 USD,15
印花 | Hobbit（闪亮）| 2018年波士顿锦标赛,$14.90 USD,15
印花 | Kvik（闪亮）| 2018年波士顿锦标赛,$2.68 USD,15
印花 | ShahZaM（闪亮）| 2018年波士顿锦标赛,$2.55 USD,15
印花 | AZR（闪亮）| 2018年波士顿锦标赛,$2.38 USD,15
印花 | Lekr0（闪亮）| 2018年波士顿锦标赛,$39.16 USD,15
印花 | jdm64 | 2018年波士顿锦标赛,$1.27 USD,15
USP 消音版（StatTrak™） | 蓝图 (崭新出厂),$94.94 USD,15
印花 | dupreeh（闪亮）| 2017年克拉科夫锦标赛,$9.49 USD,15
印花 | oskar（闪亮）| 2017年克拉科夫锦标赛,$11.23 USD,15
印花 | LUCAS1（闪亮）| 2017年克拉科夫锦标赛,$13.95 USD,15
印花 | aizy（闪亮）| 2017年克拉科夫锦标赛,$14.68 USD,15
AK-47（StatTrak™） | 轨道 Mk01 (战痕累累),$29.68 USD,15
弯刀（★ StatTrak™） | 多普勒 (崭新出厂),$345.99 USD,15
印花 | loWel（闪亮）| 2017年亚特兰大锦标赛,$8.31 USD,15
印花 | Team EnVyUs（全息）| 2017年亚特兰大锦标赛,$34.67 USD,15
印花 | nitr0 | 2017年亚特兰大锦标赛,$3.24 USD,15
亲笔签名胶囊 | OpTic Gaming | 2017年亚特兰大锦标赛,$5.89 USD,15
P2000（StatTrak™） | 火灵 (略有磨损),$52.90 USD,15
印花 | flusha（闪亮）| 2016年科隆锦标赛,$11.65 USD,15
印花 | koosta（闪亮）| 2016年科隆锦标赛,$11.00 USD,15
印花 | byali（闪亮）| 2016年科隆锦标赛,$5.75 USD,15
印花 | fnx（闪亮）| 2016年科隆锦标赛,$19.39 USD,15
印花 | JW（闪亮）| 2016年科隆锦标赛,$24.76 USD,15
印花 | Natus Vincere（闪亮）| 2016年科隆锦标赛,$66.16 USD,15
印花 | TENZKI | 2016年科隆锦标赛,$1.84 USD,15
印花 | Team Dignitas（闪亮）| 2016年科隆锦标赛,$129.58 USD,15
印花 | B1ad3 | 2016年科隆锦标赛,$2.70 USD,15
亲笔签名胶囊 | Gambit Gaming | 2016年科隆锦标赛,$8.77 USD,15
印花 | pashaBiceps（闪亮）| 2016年 MLG 哥伦布锦标赛,$10.83 USD,15
印花 | fox（闪亮）| 2016年 MLG 哥伦布锦标赛,$6.90 USD,15
印花 | TaZ（闪亮）| 2016年 MLG 哥伦布锦标赛,$3.56 USD,15
印花 | NiKo | 2016年 MLG 哥伦布锦标赛,$9.20 USD,15
印花 | hooch（闪亮）| 2016年 MLG 哥伦布锦标赛,$3.68 USD,15
印花 | adreN（闪亮）| 2016年 MLG 哥伦布锦标赛,$6.75 USD,15
印花 | Flipsid3 Tactics（闪亮）| 2016年 MLG 哥伦布锦标赛,$25.70 USD,15
印花 | Hiko（闪亮）| 2015年卢日-纳波卡锦标赛,$8.90 USD,15
印花 | Snax（闪亮）| 2015年克卢日-纳波卡锦标赛,$7.10 USD,15
印花 | jkaem | 2015年卢日-纳波卡锦标赛,$1.80 USD,15
印花 | device（闪亮）| 2015年卢日-纳波卡锦标赛,$34.34 USD,15
印花 | boltz | 2015年卢日-纳波卡锦标赛,$4.02 USD,15
印花 | kennyS（闪亮）| 2015年卢日-纳波卡锦标赛,$71.21 USD,15
印花 | fox（闪亮）| 2015年卢日-纳波卡锦标赛,$8.13 USD,15
印花 | Xizt（闪亮）| 2015年卢日-纳波卡锦标赛,$6.29 USD,15
印花 | coldzera | 2015年科隆锦标赛,$8.02 USD,15
印花 | chrisJ | 2015年科隆锦标赛,$2.72 USD,15
印花 | rain（闪亮）| 2015年科隆锦标赛,$13.68 USD,15
印花 | gob b（闪亮）| 2015年科隆锦标赛,$5.55 USD,15
弯刀（★） | 北方森林 (久经沙场),$93.75 USD,15
印花 | myXMG | 2014年 DreamHack 锦标赛,$17.74 USD,15
印花 | Cloud9（闪亮）| 2014年 DreamHack 锦标赛,$71.14 USD,15
印花 | Ninjas in Pyjamas（闪亮）| 2014年 DreamHack 锦标赛,$37.09 USD,15
沙漠之鹰 | 飞行员 (略有磨损),$90.50 USD,15
内格夫（StatTrak™） | *哒哒哒* (崭新出厂),$23.00 USD,15
USP 消音版 | 公路杀手 (略有磨损),$36.99 USD,15
XM1014 | 红色皮革 (略有磨损),$20.74 USD,15
MAC-10 | 通勤者皮革 (战痕累累),$6.34 USD,15
SG 553（纪念品） | 浪花穿孔 (略有磨损),$13.06 USD,15
双持贝瑞塔（纪念品） | 雇佣兵 (战痕累累),$5.60 USD,15
XM1014（纪念品） | 蓝色云杉 (略有磨损),$4.34 USD,15
加利尔 AR（纪念品） | 贤者涂装 (略有磨损),$8.54 USD,15
XM1014（纪念品） | 蓝色云杉 (战痕累累),$12.67 USD,15
折叠刀（★） | 渐变之色 (崭新出厂),$531.64 USD,15
XM1014（StatTrak™） | 天空守卫 (破损不堪),$6.50 USD,15
MAC-10 | 诅咒 (战痕累累),$5.71 USD,15
FN57 | 铜色星系 (久经沙场),$5.89 USD,15
P90（StatTrak™） | 盲点 (破损不堪),$7.19 USD,15
加利尔 AR | 冬之森林 (破损不堪),$3.54 USD,15
AK-47（StatTrak™） | 表面淬火 (略有磨损),$372.84 USD,14
AK-47（StatTrak™） | 血腥运动 (略有磨损),$154.68 USD,14
印花 | NEO | 2016年科隆锦标赛,$3.01 USD,14
印花 | Dosia | 2017年亚特兰大锦标赛,$3.73 USD,14
SSG 08（StatTrak™） | 炎龙之焰 (崭新出厂),$84.30 USD,14
封装的涂鸦 | AK-47压枪 (灰色),$1.30 USD,14
驾驶手套（★） | 墨绿色调 (破损不堪),$57.50 USD,14
摩托手套（★） | 嘭！ (久经沙场),$487.23 USD,14
蝴蝶刀（★） | 虎牙 (崭新出厂),"$1,483.07 USD",14
封装的涂鸦 | MAC-10压枪 (黄褐),$0.88 USD,14
印花 | seized（闪亮）| 2015年卢日-纳波卡锦标赛,$6.99 USD,14
G3SG1 | 行刑者 (略有磨损),$19.00 USD,14
印花 | WorldEdit | 2017年亚特兰大锦标赛,$2.87 USD,14
加利尔 AR（StatTrak™） | 橙黄 DDPAT (破损不堪),$14.68 USD,14
SCAR-20 | 黄铜 (略有磨损),$95.91 USD,14
封装的涂鸦 | 法玛斯压枪 (暗紫),$0.69 USD,14
MAC-10 | 潜行者 (崭新出厂),$54.97 USD,14
PP-野牛 | 水蓝条纹 (崭新出厂),$6.09 USD,14
P250 | 现代猎手 (破损不堪),$6.12 USD,14
观众出席大礼包,$30.99 USD,14
印花 | NAF（金色）| 2019年柏林锦标赛,$18.52 USD,14
印花 | Team EnVyUs（闪亮）| 2015年卡托维兹锦标赛,$82.16 USD,14
封装的涂鸦 | MP9压枪 (酱紫),$0.72 USD,14
2015年 ESL One 卡托维兹锦标赛古堡激战纪念包,"$1,038.08 USD",14
USP 消音版（纪念品） | 公路杀手 (战痕累累),$32.59 USD,14
短剑（★ StatTrak™）,$175.56 USD,14
封装的涂鸦 | MP7压枪 (豆青),$1.17 USD,14
P250 | 银装素裹 (崭新出厂),$112.27 USD,14
暗影双匕（★） | 枯焦之色 (略有磨损),$87.03 USD,14
沙漠之鹰（纪念品） | 都市瓦砾 (破损不堪),$19.11 USD,14
印花 | emagine | 2015年科隆锦标赛,$2.37 USD,14
法玛斯 | 喷焰者 (破损不堪),$7.30 USD,14
截短霰弹枪 | 马赛克 (崭新出厂),$12.38 USD,14
封装的涂鸦 | MP9压枪 (血红),$0.75 USD,14
截短霰弹枪（纪念品） | 刹车灯 (略有磨损),$2.45 USD,14
M4A1 消音型（纪念品） | 多变迷彩 (战痕累累),$12.54 USD,14
封装的涂鸦 | MP9压枪 (群青),$0.52 USD,14
封装的涂鸦 | 法玛斯压枪 (靛蓝),$0.72 USD,14
封装的涂鸦 | AUG压枪 (靛蓝),$0.59 USD,14
封装的涂鸦 | MAC-10压枪 (灰色),$0.54 USD,14
封装的涂鸦 | PP-野牛压枪 (血红),$1.47 USD,14
封装的涂鸦 | PP-野牛压枪 (砖红),$0.99 USD,14
封装的涂鸦 | 法玛斯压枪 (丁香),$1.01 USD,14
封装的涂鸦 | AK-47压枪 (棕褐),$1.52 USD,14
封装的涂鸦 | MAC-10压枪 (群青),$0.53 USD,14
封装的涂鸦 | UMP-45压枪 (深绿),$1.64 USD,14
封装的涂鸦 | SG 553压枪 (靛蓝),$0.57 USD,14
封装的涂鸦 | 法玛斯压枪 (纯紫),$0.62 USD,14
P90 | 困兽之斗 (战痕累累),$14.38 USD,14
封装的涂鸦 | MAC-10压枪 (深绿),$0.51 USD,14
封装的涂鸦 | MAC-10压枪 (棕褐),$0.55 USD,14
M4A1 消音型 | 澜磷 (略有磨损),$272.90 USD,14
法玛斯（StatTrak™） | 雅典娜之眼 (战痕累累),$7.31 USD,14
P250（纪念品） | 北方森林 (战痕累累),$4.72 USD,14
新星（StatTrak™） | 暴怒野兽 (崭新出厂),$64.09 USD,14
UMP-45 | 色如焦糖 (崭新出厂),$25.81 USD,14
鲍伊猎刀（★ StatTrak™） | 渐变大理石 (崭新出厂),$364.98 USD,14
系绳匕首（★） | 蓝钢 (破损不堪),$166.14 USD,14
MP9（StatTrak™） | 九头蛇 (战痕累累),$6.40 USD,14
印花 | aizy（金色）| 2019年柏林锦标赛,$10.64 USD,14
印花 | ZywOo（金色）| 2019年柏林锦标赛,$264.18 USD,14
印花 | ottoNd（金色）| 2019年柏林锦标赛,$13.69 USD,14
印花 | REZ（金色）| 2019年柏林锦标赛,$22.43 USD,14
印花 | Lucky（金色）| 2019年柏林锦标赛,$38.18 USD,14
短剑（★） | 大马士革钢 (崭新出厂),$149.81 USD,14
印花 | Ethan（金色）| 2019年卡托维兹锦标赛,$40.89 USD,14
印花 | woxic（金色）| 2019年卡托维兹锦标赛,$44.29 USD,14
法玛斯（纪念品） | 冥界之憎 (战痕累累),$11.18 USD,14
印花 | device（闪亮）| 2018年伦敦锦标赛,$15.00 USD,14
印花 | REZ（闪亮）| 2018年伦敦锦标赛,$3.23 USD,14
短剑（★） | 人工染色 (久经沙场),$123.64 USD,14
XM1014（纪念品） | 蓝色云杉 (破损不堪),$2.94 USD,14
印花 | North（闪亮）| 2018年波士顿锦标赛,$46.25 USD,14
印花 | WorldEdit（闪亮）| 2018年波士顿锦标赛,$3.72 USD,14
印花 | apEX（闪亮）| 2018年波士顿锦标赛,$3.25 USD,14
印花 | SK Gaming（闪亮）| 2018年波士顿锦标赛,$34.50 USD,14
印花 | Gambit（闪亮）| 2017年克拉科夫锦标赛,$32.51 USD,14
印花 | byali（闪亮）| 2017年克拉科夫锦标赛,$7.55 USD,14
印花 | Immortals（闪亮）| 2017年克拉科夫锦标赛,$20.44 USD,14
UMP-45（StatTrak™） | 合金绽放 (破损不堪),$3.02 USD,14
鲍伊猎刀（★ StatTrak™） | 虎牙 (崭新出厂),$295.98 USD,14
MAC-10（纪念品） | 核子花园 (破损不堪),$6.12 USD,14
印花 | denis（闪亮）| 2017年亚特兰大锦标赛,$10.07 USD,14
MAC-10（纪念品） | 紫青之色 (崭新出厂),$23.70 USD,14
印花 | AdreN | 2016年科隆锦标赛,$3.96 USD,14
印花 | reltuC（闪亮）| 2016年科隆锦标赛,$10.71 USD,14
印花 | cajunb | 2016年科隆锦标赛,$2.09 USD,14
印花 | reltuC | 2016年科隆锦标赛,$2.03 USD,14
印花 | Xyp9x | 2016年科隆锦标赛,$5.47 USD,14
印花 | device | 2016年科隆锦标赛,$22.00 USD,14
印花 | FugLy（闪亮）| 2016年 MLG 哥伦布锦标赛,$5.09 USD,14
印花 | Xizt（闪亮）| 2016年 MLG 哥伦布锦标赛,$3.33 USD,14
印花 | reltuC（闪亮）| 2016年 MLG 哥伦布锦标赛,$6.03 USD,14
印花 | TACO（闪亮）| 2016年 MLG 哥伦布锦标赛,$9.55 USD,14
印花 | Maikelele（闪亮）| 2016年 MLG 哥伦布锦标赛,$5.29 USD,14
印花 | shox | 2016年 MLG 哥伦布锦标赛,$4.73 USD,14
印花 | SmithZz（闪亮）| 2016年 MLG 哥伦布锦标赛,$5.18 USD,14
印花 | jasonR（闪亮）| 2016年 MLG 哥伦布锦标赛,$19.67 USD,14
印花 | 快动手（闪亮）,$3.81 USD,14
P90 | 精雕木刻 (崭新出厂),$9.67 USD,14
印花 | hazed | 2015年克卢日-纳波卡锦标赛,$2.00 USD,14
印花 | jdm64（闪亮）| 2015年克卢日-纳波卡锦标赛,$9.38 USD,14
印花 | Xyp9x（闪亮）| 2015年卢日-纳波卡锦标赛,$12.32 USD,14
印花 | Edward（闪亮）| 2015年卢日-纳波卡锦标赛,$19.85 USD,14
印花 | EliGE | 2015年卢日-纳波卡锦标赛,$19.98 USD,14
M4A1 消音型（StatTrak™） | 金蛇缠绕 (略有磨损),$78.89 USD,14
印花 | James | 2015年科隆锦标赛,$4.71 USD,14
印花 | shox（闪亮）| 2015年科隆锦标赛,$24.19 USD,14
MP7 | 逮捕者 (破损不堪),$5.46 USD,14
MP9 | 潘多拉魔盒 (略有磨损),$66.43 USD,14
M249 | 海滨预测者 (破损不堪),$8.87 USD,14
M4A4（StatTrak™） | X 光 (崭新出厂),$85.86 USD,13
CZ75（StatTrak™） | 花纹钢板 (久经沙场),$8.16 USD,13
穿肠刀（★） | 枯焦之色 (略有磨损),$83.08 USD,13
弯刀（★） | 致命紫罗兰 (破损不堪),$106.73 USD,12
印花 | Spiidi | 2017年亚特兰大锦标赛,$2.54 USD,13
沙漠之鹰 | 深红之网 (崭新出厂),$107.50 USD,13
P250 | 硝烟 (崭新出厂),$16.94 USD,13
AWP | 鬼退治 (破损不堪),$166.66 USD,13
AK-47 | 美洲豹 (久经沙场),$395.41 USD,13
新星 | 森林之叶 (崭新出厂),$11.92 USD,13
MAG-7（纪念品） | 核芯破裂 (战痕累累),$9.59 USD,13
沙漠之鹰 | 黄金锦鲤 (略有磨损),$39.39 USD,13
FN57（StatTrak™） | 表面淬火 (崭新出厂),$43.31 USD,13
XM1014 | 都市穿孔 (崭新出厂),$5.34 USD,13
AK-47 | 至高皮革 (久经沙场),$43.82 USD,13
加利尔 AR（纪念品） | 冰核聚变 (崭新出厂),$17.09 USD,13
印花 | WorldEdit（闪亮）| 2016年 MLG 哥伦布锦标赛,$6.78 USD,13
法玛斯 | 喷焰者 (略有磨损),$28.56 USD,13
封装的涂鸦 | AK-47压枪 (豆青),$1.34 USD,13
印花 | tabseN（闪亮）| 2017年克拉科夫锦标赛,$19.68 USD,13
九头蛇手套（★） | 翡翠色调 (战痕累累),$91.27 USD,13
锯齿爪刀（★） | 表面淬火 (战痕累累),$352.98 USD,13
AK-47（StatTrak™） | 霓虹革命 (破损不堪),$46.40 USD,13
法玛斯（纪念品） | 殖民侵略者 (略有磨损),$22.19 USD,13
P90 | 冰川网格 (战痕累累),$3.73 USD,13
印花 | denis（闪亮）| 2015年科隆锦标赛,$18.74 USD,13
M4A4（StatTrak™） | 黑色魅影 (崭新出厂),$213.46 USD,13
加利尔 AR | 支离破碎 (崭新出厂),$14.72 USD,13
短剑（★） | 深红之网 (久经沙场),$193.68 USD,13
折叠刀（★） | 北方森林 (久经沙场),$114.28 USD,13
印花 | mousesports（闪亮）| 2016年科隆锦标赛,$27.85 USD,13
印花 | Team EnVyUs（闪亮）| 2018年波士顿锦标赛,$23.64 USD,13
折刀（★ StatTrak™） | 虎牙 (崭新出厂),$139.99 USD,13
熊刀（★） | 大马士革钢 (久经沙场),$124.94 USD,13
短剑（★） | 大马士革钢 (久经沙场),$121.82 USD,13
加利尔 AR | 废墟黄昏 (破损不堪),$15.65 USD,13
印花 | cajunb（闪亮）| 2016年科隆锦标赛,$5.71 USD,13
M4A1 消音型（纪念品） | 神来之作 (战痕累累),$58.89 USD,13
P90（纪念品） | 沙漠涂装 (崭新出厂),$4.62 USD,13
M4A4 | 活色生香 (破损不堪),$30.82 USD,13
封装的涂鸦 | MP7压枪 (血红),$0.71 USD,13
加利尔 AR | 橙黄 DDPAT (破损不堪),$8.08 USD,13
短剑（★） | 大马士革钢 (略有磨损),$140.00 USD,13
P250（StatTrak™） | 曼海蒂 (久经沙场),$36.99 USD,13
穿肠刀（★） | 大马士革钢 (崭新出厂),$108.12 USD,13
猎杀者匕首（★） | 屠夫 (略有磨损),$271.00 USD,13
封装的涂鸦 | M4A4压枪 (豆青),$0.58 USD,13
封装的涂鸦 | PP-野牛压枪 (靛蓝),$1.09 USD,13
封装的涂鸦 | MP7压枪 (暗绿),$0.54 USD,13
封装的涂鸦 | 法玛斯压枪 (群青),$0.93 USD,13
封装的涂鸦 | 法玛斯压枪 (豆青),$0.52 USD,13
封装的涂鸦 | M4A4压枪 (藕色),$1.52 USD,13
运动手套（★） | 猩红头巾 (战痕累累),$276.00 USD,13
封装的涂鸦 | MP7压枪 (纯紫),$0.69 USD,13
加利尔 AR | 废墟黄昏 (战痕累累),$14.95 USD,13
M4A4（StatTrak™） | 喧嚣杀戮 (崭新出厂),$94.83 USD,13
M4A4（StatTrak™） | X 光 (略有磨损),$47.47 USD,13
格洛克 18 型 | 子弹皇后 (崭新出厂),$78.00 USD,13
M4A4（纪念品） | 辐射危机 (战痕累累),$27.07 USD,13
爪子刀（★） | 致命紫罗兰 (久经沙场),$417.46 USD,13
流浪者匕首（★） | 北方森林 (久经沙场),$95.52 USD,13
流浪者匕首（★） | 表面淬火 (破损不堪),$149.77 USD,13
MP5-SD（纪念品） | 协处理器 (略有磨损),$8.39 USD,13
印花 | EspiranTo（金色）| 2019年柏林锦标赛,$17.16 USD,13
印花 | stanislaw（金色）| 2019年柏林锦标赛,$11.74 USD,13
印花 | xsepower（金色）| 2019年柏林锦标赛,$18.25 USD,13
印花 | DeStiNy（金色）| 2019年柏林锦标赛,$13.69 USD,13
印花 | Xyp9x（金色）| 2019年柏林锦标赛,$52.48 USD,13
印花 | rain（金色）| 2019年柏林锦标赛,$46.25 USD,13
印花 | Edward（金色）| 2019年卡托维兹锦标赛,$30.32 USD,13
印花 | erkaSt（金色）| 2019年卡托维兹锦标赛,$32.08 USD,13
印花 | gla1ve（金色）| 2019年卡托维兹锦标赛,$87.09 USD,13
印花 | Gambit Esports（闪亮）| 2018年伦敦锦标赛,$52.28 USD,13
印花 | nitr0（闪亮）| 2018年伦敦锦标赛,$1.85 USD,13
印花 | Xyp9x（闪亮）| 2018年伦敦锦标赛,$7.78 USD,13
印花 | Natus Vincere（闪亮）| 2018年伦敦锦标赛,$37.35 USD,13
折刀（★） | 北方森林 (战痕累累),$68.34 USD,13
短剑（★） | 森林 DDPAT (久经沙场),$92.81 USD,13
九头蛇手套（★） | 响尾蛇 (破损不堪),$83.08 USD,13
摩托手套（★） | 多边形 (略有磨损),$549.88 USD,13
